English Question,Bengali Question,A,B,C,D,A Bn,B Bn,C Bn,D Bn,Correct Answer
"In the case of a rotating body, the angle between the acting force and the position vector is 
 i. \theta = 180\degree , then the rotational force is maximum 
 ii. \theta = 0\degree , then the rotaitonal force is minimum 
 iii. \theta = 90\degree, the the rotational force is maximum 
 Which one is correct?","ঘূর্ণনরত বস্তুর ক্ষেত্রে, প্রযুক্ত বল ও অবস্থান ভেক্টরের মধ্যবর্তী কোণ \theta  হলে-
i. \theta = 180^{\circ} হলে ঘূর্ণনবল সর্বোচ্চ হবে
ii. \theta = 0^{\circ} হলে ঘূর্ণবল সর্বনিম্ন হবে
iii. \theta = 90^{\circ} হলে ঘূর্ণনবল সর্বোচ্চ হবে
নিচের কোনটি সঠিক?",i & ii,i & iii,ii & iii,"i, ii & iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",c
"\vec{P} = 2 \hat{i} + \hat{j} + \hat{k} and \vec{Q} = \hat{i} + 2\hat{j} - 2\hat{k}
 
 What is the magnitud of the resultant vector?","\vec{P}=2\hat{i}+\hat{j}+\hat{k} এবং \vec{Q}=\hat{i}+2\hat{j}-2\hat{k}
ভেক্টরদ্বয়ের লব্ধির মান কত?",\sqrt{19},6,9,19,\sqrt{19},6,9,19,a
What is the angle between the acting force and displacement for a maximum work?,সর্বোচ্চ কাজের জন্য প্রযুক্ত বল ও সরণের মধ্যবর্তী কোণ-,0\degree,30\degree,60\degree,90\degree,0^{\circ},30^{\circ},60^{\circ},90^{\circ},a
Displacement of two vibrating particles are x = A cos\omega\tau and x = A sin\omega\tau respectively . What is the phase difference between them?,"দুুটি স্পন্দনরত কণার সরণ যথাক্রমে x = A cos\omega t এবং  হলে, এদের মধ্যকার দশা পার্থক্য কত?",\frac{p}{4},\frac{p}{2},\pi,2\pi,\frac{\pi}{4},\frac{\pi}{2},\pi,2\pi,b
How many division of fundamental force?,মৌলিক বলকে কয়ভাগে ভাগ করা যায়?,2,3,4,9,2,3,4,9,c
"For the explain of the properties of conservation force-
 i. force only depends on the position 
 ii. Only depends on the initial position and at any position
 iii. The work done can be fully recovered
 which one is correct?","সংরক্ষণশীল বলের বৈশিষ্ট্য প্রকাশের ক্ষেত্রে-
i. বল শুধু অবস্থানের উপর নির্ভরশীল
ii. শুধু বস্তুর আদি ও যেকোনো অবস্থানের উপর নির্ভর করে
iii. কৃতকাজ সম্পূর্ণরূপে পুনরুদ্ধার করা যায়
নিচের কোনটি সঠিক?",i & ii,i & iii,ii & iii,"i, ii & iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",d
What is called when the weight act at the special point through to the centre of the earth at any position of the object?,বস্তুকে যেভাবেই রাখা হোক না কেন তার ওজন যে বিশেষ বিন্দুর মধ্য দিয়ে পৃথিবীর কেন্দ্রের দিকে ক্রিয়া করে তাকে কী বলে?,Center of gravity,Acceleration due to gravity,Grvitational force,Gravitational field intensity,অভিকর্ষ কেন্দ্র,অভিকর্ষ ত্বরণ,মহাকর্ষ বল,মহাকর্ষ ক্ষেত্র প্রাবল্য,a
What is the escape velocity of the planet is mass of the planet is 2 kg and radius is 7 \times 10^{7} m?,"যদি কোনো গ্রহের ভর 2\times 10^{27}kg ও ব্যাসার্ধ 7\times 10^{7}m হয় তবে ঐ গ্রহের মুক্তিবেগ কত? 
[G=6.673\times 10^{-11}Nm^{2}Kg^{-2}]",30.8 kms^{-1},43.66 kms^{-1},61.7 kms^{-1},5.17 \times 10^{6} kms^{-1},30.8 kms^{-1},43.66 Kms^{-1},61.7 Kms^{-1},5.17\times 10^{6}kms^{-1},c
"Which types of work done by the help ot the gravitational law? 
 i. Natural gas extraction 
 ii. Extraction of various minerals
 iii. Extraction of energy gernerated by underground heat
 Which one is correct?","মহাকর্ষ সূত্র ব্যবহার করে যে সমস্ত কাজ করা সম্ভব-
i. প্রাকৃতিক গ্যাস উত্তোলন
ii. বিভিন্ন খনিজ পদার্থ উত্তোলন
iii. ভূ-গর্ভস্থ তাপঘটিত শক্তি উত্তোলন
নিচের কোনটি সঠিক?",i & ii,i & iii,ii & iii,"i, ii & iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",a
Which one is correct for the dimention of gravitational field intensity?,মহাকর্ষ ক্ষেত্র প্রাবল্যের মাত্রার ক্ষেত্রে কোনটি সঠিক?,[LT^{-1}],[LT^{-2}],[MLT^{-1}],[MLT^{-2}],[LT^{-1}],[LT^{-2}],[MLT^{-1}],[MLT^{-2}],b
What is called when change of the shape of the object by applied force?,বল প্রয়োগে যদি কোনো বস্তুর আকারের পরিবর্তন হয় তাকে কী বলে?,Shape stress,Shape strain,Volume stress,Volume strain,আকার পীড়ন,আকার বিকৃতি,আয়তন পীড়ন,আয়তন বিকৃতি,b
What we found by the differentiation with respect to time of differentiational equation of simple harmonic motion's object?,সময়ের সাপেক্ষে অন্তকলন করে সরল ছন্দিত গতি-সম্পন্ন বস্তুর অন্তরক সমীকরণ থেকে কী পাওয়া যায়?,Frequency,Time period,Velocity,Acceleration,কম্পাঙ্ক,পর্যায়কাল,বেগ,ত্বরণ,c
Which one correct in mean free path?,গড় মুক্তপথের ক্ষেত্রে কোনটি সঠিক?,Mean free path is inversely proportional to temperature,Mean free path is inversely proportional to pressure,Mean free path is proportional to density,Mean free path is proportional to atom number,গড় মুক্তপথ তাপমাত্রার ব্যস্তানুপাতিক,গড় মুক্তপথ চাপের ব্যস্তানুপাতিক,গড় মুক্তপথ ঘনত্বের সমানুপাতিক,গড় মুক্তপথ অণুর সংখ্যার সমানুপাতিক,b
Which law follows by the equation of PV= K?,PV = K সমীকরণ মেনে চলে কোন সূত্র?,Gas pressure law,Charles' law,Boyle's law,Avogadro's law,গ্যাসের চাপীয় সূত্র,চার্লসের সূত্র,বয়েলের সূত্র,অ্যাভোগ্যাড্রোর সূত্র,c
What is called when a body travels distance in definite direction?,একটি বস্তু নির্দিষ্ট দিকে যে দূরত্ব অতিক্রম করে তাকে কী বলে?,Positional vector,Displacement vector,Unit vector,Null vector,অবস্থান ভেক্টর,সরণ ভেক্টর,একক ভেক্টর,নাল ভেক্টর,b
"For addition \vec{A} and \vec{B}, the simple rules of vectors-
 i. they are place prarllel in the new position 
 ii. A line draw from tail point of vector \vec{A} to the head point of vector \vec{B} when head point of vector \vec{A} is place to the tail point of vector \vec{B}
 iii. A line draw from head point of \vec{B} to the tail point of vector \vec{A} when tail point of vector \vec{B} is place the head of vector \vec{A}. 
 Which one is correct?","\vec{A} ও \vec{B} এর যোগ করার ক্ষেত্রে ভেক্টর সাধারণ নিয়মের ক্ষেত্রে-
i. নতুন অবস্থানে তাদেরকে সমান্তরালভাবে স্থানান্তর করা হয়
ii. \vec{B} এর আদি বিন্দুকে \vec{A} এর শীর্ষ বিন্দুতে স্থাপন করে \vec{A} এর আদি বিন্দু থেকে \vec{B} এর শীর্ষ বিন্দুতে সরলরেখা টানা হয়
iii. \vec{B} এর আদি বিন্দুকে \vec{A} এর শীর্ষ বিন্দুতে স্থাপন করে \vec{B} এর শীর্ষ বিন্দু থেকে \vec{A} এর আদি বিন্দুতে সরলরেখা টানা হয়
নিচের কোনটি সঠিক?",i & ii,i & iii,ii & iii,"i, ii & iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",a
What is the values of m for the condition of vectors are perpendicular to each other if the vector's are \vec{A} = 2\hat{i} + 3\hat{j} and \vec{B} = m\hat{i} - 2\hat{j}?,\vec{A}=2\hat{i}+3\hat{j} এবং \vec{B}=m\hat{i}-2\hat{j} এর মান কত হলে ভেক্টরদ্বয় পরস্পর লম্ব?,-3,-3/2,3/2,3,-3,- 3/2,3/2,3,d
"What is called if \varphi (x,y,z) stay in the scalar differentiation?","যদি \varphi (x, y, z) একটি ব্যবকলনীয় স্কেলার ক্ষেত্র হয় তবে তাকে কী বলে?",Operator,Curl,Gradient,Divergence,অপারেটর,কার্ল,গ্র্যাডিয়েন্ট,ডাইভারজেন্স,c
Which force act in radioactive decay?,তােজস্ক্রিয় ক্ষয়ের বেলায় কোন বল ক্রিয়াশীল?,Gravitational force,Electromotive force,Strong nuclear force,Weak nuclear force,মহাকর্ষ বল,তড়িৎ চৌম্বক বল,শক্তিশালী নিউক্লীয় বল,দুর্বল নিউক্লীয় বল,d
How much tension feels in thread if the length of the thread is 0.5 m and it's moving in circular path 90 times in a minute when a stone of 0.1 kg tied to the thread?,0.1 kg ভরের একটি পাথর খণ্ডকে 0.5 m লম্বা একটি সুতার একপ্রান্তে বেঁধে বৃত্তাকার পথে প্রতি মিনিটে 90 বার ঘুরালে সুতার টান কত হবে?,0.471 N,0.21 N,4.44 N,41.79 N,0.471 N,0.21 N,4.44 N,41.79 N,c
What is called the multiplication between distance length of the axis and applied force on the object with respect to any axis?,কোনো অক্ষ সাপেক্ষে বস্তুতে প্রযুক্ত বলের মান এবং অক্ষের লম্ব দূরত্বের গুণফলকে কী বলে?,Moment of inertia,Torque,Radius of gyration,Liner momentum,জড়তার ভ্রামক,টর্ক,চক্রগতির ব্যাসার্ধ,রৈখিক ভরবেগ,b
What is gain of a object to it's position?,কোনো বস্তু তার অবস্থানের কারণে কী অর্জন করে থাকে?,Potential energy,Kinetic energy,Work,Power,বিভব শক্তি,গতিশক্তি,কাজ,ক্ষমতা,a
What is the kinetic energy of an object of mass 100 kg when it's momentum is 200 kgms^{-1},100 kg ভরের একটি বস্তুর ভরবেগ 200 kgms^{-1} হলে এর গতিশক্তি কত হবে?,8 \times 10^{6}J,4 \times 10^{4}J,400J,200J,8\times 10^{6}J,4\times 10^{4}J,400 J,200 J,d
"If kinetic energy = K mass = m and momentum= P, then which relation is correct?","যদি গতিশক্তি = K, ভর = m ও ভরবেগ = P হয়, তবে কোন সম্পর্কটি সঠিক",K = \frac{2P^{2}}{m},K = \frac{2P}{m},K = \frac{P}{2m},K = \frac{P^{2}}{2m},K = \frac{2P^{2}}{m},K = \frac{2P}{m},K = \frac{P}{2m},K = \frac{P^{2}}{2m},d
Frequency of second pendulum-,সেকেন্ড দোলকের কম্পাঙ্ক-,0.5Hz,1 Hz,2Hz,4 Hz,0.5 Hz,1 Hz,2 Hz,4 Hz,a
"Characteristics of equal vectors-
 i. same quantity
 ii. Equal magnitude
 iii. Direction is same
 which one is correct?","সমান ভেক্টরের বৈশিষ্ট্য-
i. সমজাতীয় রাশি
ii. মান সমান
iii. দিক একই দিকে
নিচের কোনটি সঠিক?",i & ii,i & iii,ii & iii,"i, ii & iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",d
"Angle of banking depends on-
 i. velocity of the body 
 ii. Mass of the body 
 iii. Radius of curved road
 Which one is correct?","ব্যাংকিং কোণ নির্ভর করে-
i. বস্তুর বেগের উপর
ii. বস্তুর ভরবেগের উপর
iii. রাস্তার বাঁকের ব্যাসার্ধের উপর
নিচের কোনটি সঠিক?",i & ii,i & iii,ii & iii,"i, ii & iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",b
\vec{A} = 5\hat{i} - 5\hat{j} + 3\hat{k}; \vec{B} = 15\hat{i} - m\hat{j} + 9\hat{k} what is the value of m so that \vec{A} \parallel \vec{B} ?,\vec{A} = 5\hat{i} - 5\hat{j} + 3\hat{k}; \vec{B} = 15\hat{i} + m\hat{j} + 9\hat{k}; m এর মান কত হলে হবে?,15,-15,16,-16,15,-15,16,-16,b
The length of a second pendulum is -,একটি সেকেন্ড দোলকে দৈর্ঘ্য-,L = \frac{\pi}{g^{2}},L = \frac{\pi^{2}}{g},L = \frac{g^{2}}{\pi},L = \frac{g}{\pi^{2}},L=\frac{\pi}{g^{2}},L=\frac{\pi^{2}}{g},L=\frac{g^{2}}{\pi},L=\frac{g}{\pi^{2}},d
A force \vec{F} = (2\hat{i} + 3\hat{j} - \hat{k} N acts on a particle and displacement of the particle \vec{r} = (\hat{i} + \hat{j} + \hat{k})m. What is the angle between \vec{F} and \vec{r}?,একটি কণার উপর \vec{F}=(2\hat{i}+3\hat{j}-\hat{k})N বল প্রয়োগ করায় কণাটির \vec{r}=(\hat{i}+\hat{j}+\hat{k})m সরণ ঘটে। \vec{F} ও \vec{r} এর মধ্যবর্তী কোণ কত?,48.19\degree,51.88\degree,81.84\degree,84.53\degree,48.19^{\circ},51.88^{\circ},81.84^{\circ},84.53^{\circ},b
Dimension of torque?,টর্কের মাত্রা হলো-,MLT^{-2},ML^{2}T^{-1},ML^{2}T^{-2},ML^{2}T^{-3},MLT^{-2},ML^{2}T^{-1},ML^{2}T^{-2},ML^{2}T^{-3},c
"If force \vec{F} and displacement \vec{r} are vector quantities, what quantity will produce by scallar product of them?",বল \vec{F} ও \vec{r} সরণ উভয়ই ভেক্টর রাশি হলে এদের স্কেলার গুণফলে কী রাশি ‍উৎপন্ন হবে?,Power,Energy,Work,Torque,ক্ষমতা,শক্তি,কাজ,টর্ক,c
Which one is the dimension of angular momentum?,কৌণিক ভরবেগের মাত্রা কোনটি?,MLT^{-2},ML^{2}T^{-1},MLT^{-1},ML^{2}T^{-2},MLT^{-2},ML^{2}T^{-1},MLT^{-1},ML^{2}T^{-2},b
A body of mass 200 gm falls from 10m height. What will be the kinetie energy before touching the ground?,200 gm ভরের একটি বস্তু 10 m উপর থেকে পড়লে ভূমি স্পর্শ করার পূর্ব মুহূর্তে এর গতিশক্তি কত?,19.6J,39.2J,78.4J,98J,19.6 J,39.2 J,78.4 J,98 J,a
The magnitude of \vec{A} \times \vec{B}|^{2} + |\vec{A} . \vec{B}|^{2} -,|\vec{A} \times \vec{B}|^{2} + |\vec{A} . \vec{B}|^{2} এর মান-,|\vec{A}|^{2} + |\vec{B}|^{2},|\vec{A}|^{2} . |\vec{B}|^{2},|\vec{A} + \vec{B}|^{2},|\vec{A} - \vec{B}|^{2},|\vec{A}|^{2} + |\vec{B}|^{2},|\vec{A}|^{2} . |\vec{B}|^{2},|\vec{A} + \vec{B}|^{2},|\vec{A} - \vec{B}|^{2},b
Work done by centripetal force-,কেন্দ্রমুখী বল দ্বারা কৃত কাজ-,infinity,negative,zero,positive,অসীম,ঋণাত্মক,শূন্য,ধনাত্মক,c
Which one is the unit of universal gas constant R?,সর্বজনীন গ্যাস ধ্রুবক R  এর একক কোনটি?,JK mol^{-1},JK^{-1} mol,J mol K,J mol^{-1} K^{-1},JK mol^{-1},JK^{-1} mol,J mol K,J mol^{-1} K^{-1},d
"At 27\degree C Helium gas contains in a cylinder. The velocity of two molecules of the gass are 9ms^{-1} and 10ms^{-1}
 What is the average kinetic energy of Helium molecules?","একটি সিলিন্ডারে 27^{\circ}C তাপমাত্রায় হিলিয়াম গ্যাস আছে। গ্যাসের দুটি অণুর বেগ যথাক্রমে 9 ms^{-1} ও 10 ms^{-1}।
হিলিয়াম অণুর গড় গতিশক্তি কত?",6232.5 J,3739.5J,6.21 \times 10^{-21} J,10.35 \times 10^{-21} J,6232.5 J,3739.5 J,6.21\times 10^{-21}J,10.35\times 10^{-21}J,c
What is the root mean square velocity of the two molecules?,"একটি সিলিন্ডারে 27^{\circ}C তাপমাত্রায় হিলিয়াম গ্যাস আছে। গ্যাসের দুটি অণুর বেগ যথাক্রমে 9 ms^{-1} ও 10 ms^{-1}।
অণুদ্বয়ের গড় বর্গবেগ কত?",9.5ms^{-1},9.51 ms^{-1},90.5 m^{2}s^{-2},181 m^{2} s^{-2},9.5 ms^{-1},9.51 ms^{-1},90.5 m^{2}s^{-1},181 m^{2}s^{-2},b
"If a pendulum watch is brought to the peak of a hill, the watch-
 i. will gain time
 ii. Will loss time 
 iii. Will move slowly 
 Which one is correct?","দোলক ঘড়িকে পাহাড়রে চূড়ায় নিয়ে গেলে ঘড়িটি-
i. সময় লাভ করবে
ii. সময় হারাবে
iii. ধীরে চলবে
নিচের কোনটি সঠিক?",i & ii,i & iii,ii & iii,"i, ii & iii",i,ii,i ও iii,ii ও iii,d
Which one of the following process is supported by the equation PV= Constant?,"PV = ধ্রুবক, সমীকরণটি নিচের কোন প্রক্রিয়াকে সমর্থন করে?",Isothermal,Isochoric,Isobaric,Adiabatic,সমোঞ্চ,সম আয়তন,সম চাপ,রুদ্ধতাপীয়,a
8 \frac{d^{2}x}{dt^{2}} + 200x = 0; What is the angular frequency of simple harmonic motion expressed by this equation?,8\frac{d^{2}x}{dt^{2}}+200x = 0 সমীকরণ দ্বারা বর্ণিত সরলছন্দিত গতির কৌণিক কম্পাংক কত?,5 rad s^{-1},8 rad s^{-1},25 rad s^{-1},200 rad s^{-1},5 rads^{-1},8 rads^{-1},25 rads^{-1},200 rads^{-1},a
"For which condition of the following, the work done is considered as positive?",নিচের কোন শর্তের জন্য কৃতকাজ ধনাত্মক বলে বিবেচিত হবে? (বল ও সরণের মধ্যবর্তী কোণ),0\degree < \theta < 90\degree,0\degree \leq < 90\degree,90\degree < \theta \leq 180\degree,90\degree \leq \theta \leq 180\degree,0\degree < \theta < 90\degree,0\degree \leq < 90\degree,90\degree < \theta \leq 180\degree,90\degree \leq \theta \leq 180\degree,b
"For a light and heavy object-
 i. momentum of both may be equal 
 ii. Kinetic energy of both may be equal 
 iii. If the kinetic energy is same, the momentum of light object will be more
 Which one is correct?","একটি হালকা ও ভারী বস্তুর ক্ষেত্রে
i. উভয়ের ভরবেগ সমান হতে পারে
ii. উভয়ের গতিশক্তি সমান হলে, হালকা বস্তুর ভরবেগ হবে
নিচের কোনটি সঠিক?",i & ii,i & iii,ii & iii,"i, ii & iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",a
At 30\degree temperature a gas is heated at constant pressure to three time in volume. What is the final temperature of the gas?,30^{\circ}C তাপমাত্রায় একটি গ্যাসকে স্থিরচাপে উত্তপ্ত করে আয়তন তিনগুণ করা হলো। গ্যাসটির চূড়ান্ত তাপমাত্রা কত?,90\degree C,300\degree C,436\degree C,636\degree C,90^{\circ}C,300^{\circ}C,436^{\circ}C,636^{\circ}C,d
If the temperature of ** is reduced to dew point then vapourzation-,বায়ুর তাপমাত্রা শিশিরাঙ্কে উপনীত হলে বাষ্পায়ন-,will be fast,will be slow,will not at all,will be same,দ্রুত হবে,ধীরে ধীরে হবে,বে না,একই থাকবে,c
"* the simple harmonic motion is the projection of uniform circular motion then-
 i. the amplitude of simple harmonic motion is equal to the radius at the uniform circular motion
 ii. time period of both motions will be same
 iii. Angular frequency at simple harmonic motion is equal to the angular velocity of uniform circular motion
 Which one is correct?","যদি সরলদোল গতি সুষম বৃত্তাকার গতির অভিক্ষপ হয় তবে-
i. সরলদোল গতির বিস্তার সুষম বৃত্তাকার গতির ব্যাসার্ধের সমান
ii. উভয় গতির পর্যায়কাল একই হবে
iii. সরলদোল গতির কৌণিক কম্পাংক সুষম বৃত্তাকার গতির কৌণিক বেগের সমান
নিচের কোনটি সঠিক?",i & ii,i & iii,ii & iii,"i, ii & iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",d
Which one is correct for second pendulum?,সেকেন্ড দোলকের ক্ষেত্রে কোনটি সঠিক?,L \propto g,L \propto \frac{1}{g},L \propto T,L \propto \frac{1}{T},L \propto g,L \propto \frac{1}{g},L \propto T,L \propto \frac{1}{T},a
If the displacement of two oscillatory particles are respectively x= A sin\omega t and X= Acos\omega t then the phase difference between them will be-,দুটি স্পন্দনরত কণার সরণ যথাক্রমে x=Asin\omega t এবং x=Acos\omega t হলে এদের মধ্যকার দশা পার্থক্য কত?,0,\frac{p}{2},\pi,2\pi,0,\frac{\pi}{2},\pi,2\pi,b
Which quantity is applicable for law of pressure of gass?,গ্যাসের চাপীয় সূত্রটিতে নিচের কোন রাশিটির মান স্থির থাকে?,Temperature,Heat,Pressure,Volume,তাপমাত্রা,তাপ,চাপ,আয়তন,d
Which of the following vectors having same initial point and final point?,নিচের কোন ভেক্টরের পাদবিন্দু ও শীর্ষবিন্দু একই?,Equal vector,Null vector,Collinear vector,Unit vector,সমান ভেক্টর,ভেক্টর,সমরেখ ভেক্টর,একক ভেক্টর,b
Which one is the dimension of angular acceleration?,কৌণিক ত্বরণের মাত্রা কোনটি?,[M\degree L\degree T^{-1}],[M\degree LT^{-1}],[M\degree L\degree T^{-2}],[M^{-1} LT^{-2}],[M\degree L\degree T^{-1}],[M\degree LT^{-1}],[M\degree L\degree T^{-2}],[M^{-1} LT^{-2}],c
Which one is the non-conservation forec?,কোনটি অসংরক্ষণশীল বল?,Force of perfect spring,Electric force,Magnetic force,Friction force,আদর্শ স্প্রিং-এর বল,তড়িৎ বল,চৌম্বক বল,র্ষণ বল,d
"A bullet struck a block on a non-frictional plane and remained inside. In this case conserved quantites will be-
 i. momentum 
 ii. Kinetic energy 
 iii. Relative velocity
 Which one is correct?","একটি বুলেট ঘর্ষণহীন সমতলে অবস্থিত ব্লকে আঘাত করে এর ভেতরে রয়ে গেল। এক্ষেত্রে সংরক্ষিত হবে-
i. ভরবেগ
ii. গতিশক্তি
iii. আপেক্ষিক বেগ
নিচের কোনটি সঠিক?",i,ii,i and ii,"i, ii and iii",i,ii,i ও ii,"i, ii ও iii",a
"Which force is responsible to radioactive decay of basic substances like uranium, Thorium etc?","ইউরোনিয়াম, থোরিয়াম ইত্যাদি মৌলিক পদার্থের তেজস্ক্রিয় ভাঙন ঘটে কেনা বলের কারণে?",Radioactive force,Electromagnetic force,*** eak nuclear force,Strong nuclear force,তেজস্ক্রিয় বল,তড়িত চৌম্বক বল,নিউক্লিয় বল,সবল নিউক্লিয় বল,c
"10 N force acts on an object of mass 2kg. The object is at rest. After 4s the force was stopped. (Here friction force is neglected) 
 
 If the force is stopped, the object-","10N বল 2kg ভরের স্থির বস্তুর উপর ক্রিয়া করে এবং 4s পর বলের ক্রিয়া বন্ধ হয়ে গেল। (এখানে ঘর্ষণ বল উপে
বলের ক্রিয়া বন্ধ হয়ে গেলে বস্তুটি-",Will move with uniform acceleration,will move with uniform velocity,will move with decreased velocity,will move with zero veloctiy,সুষম ত্বরণের চলে,সুষম বেগে চলে,বেগ হ্রাসপ্রাপ্ত হয়,বেগ শূণ্য হয়,b
Vector \vec{P} acts along positve X axis. Another vector \vec{Q} acts is such a way that the magniude of \vec{P} \times \vec{Q} becones zero. Then vector \vec{Q} will be-,ভেক্টর \vec{P} ধনাত্মক X-অক্ষ বরাবর অবস্থিত। অন্য একটি ভেক্টর \vec{Q} এমনভাবে অবস্থিত যেন \vec{P}\times \vec{Q} এর মান শূন্য হয়। তাহলে \vec{Q} হতে পারে-,\hat{j},- 2\hat{j},4\hat{k},(\hat{j} \times \hay{k}),\hat{j},-2\hat{i},4\hat{k},(\hat{j}+\hat{k}),b
If the kinetic energy of an object is 1J then what is the value of momentum?,2kg ভরের একটি বস্তুর গতিশক্তি 1 J হলে এর ভরবেগ কত?,2 kgms^{-1},2.53 kgms^{-1},3kgms^{-1},4kgms^{-1},2 kgms^{-1},2.53 kgms^{-1},3 kgms^{-1},4 kgms^{-1},a
"If \vec{A} = 9\hat{i} and \vec{B} = \frac{1}{9} \hat{i} then two vector are-
 i. like vector
 ii. Opposite vector 
 iii. Perpendicular to each other
 Which one is correct?","\vec{A} = 9\hat{i} ও \vec{B} = \frac{1}{9} \hat{i} ভেক্টরদ্বয়-
i. সদৃশ ভেক্টর
ii. বিপ্রতীপ ভেক্টর
iii. পরস্পর লম্ব",ii,i & ii,ii & iii,"i, ii & iii",ii,i ও ii,ii ও iii,"i, ii ও iii",b
What is the mass of water vapour present in unit volume of air?,বায়ুর প্রতি একক আয়তনে উপস্থিত জলঅয় বাষ্পের ভরকে কী বলে?,Relative humidity,Humidity,Absolute humadity,Dew point,আপেক্ষিক আর্দ্রতা,আর্দ্রতা,নরম আর্দ্রতা,শিশিরাঙ্ক,c
